IdCaso,IdentificadorCaso,Estado,ZonIdLugarDelHecho,MUNINICIO_CASO,DEPTO_CASO,ANNOH,MESH,DIAH,Id,NumeroVictima,FechaIngresoRegistro,Nacionalidad,Sexo,Orientación_Sexual,FechaNacimiento,Edad,DescripcionEdad,Etnia,DescripcionEtnia,Discapacidad,OcupacionVictima,DescripcionOtraOcupacionVictima,CalidadVictima,TipoPoblacionVulnerable,DescripcionOtroTipoPoblacionVuln,Organización_Civil,MilitantePolitico,DescripcionOtroMilitantePolitico,ANNOH1,Grupo,DESCRIPCION_GRUPO,EspeficicacionPresuntoResponsabl,ObservacionesGrupoArmado1,RangoFuerzasArmadas,Descripción_Rango_Fuerzas_Armada,RangoGrupoArmado,DescripcionRangoGrupoArmado,BaseOrigen,CargoRangoFuncionarioPublico,CargoEmpleadoSectorPrivado,AccionesBusquedaFamilias,ACTV_MEC_BUS,FECHA_ACT_BUSQ,COD_SIRDEC,SituacionActualVictima,FuenteInformacionDesaparicion,DIAFH,MESFH,ANNOFH,RAD_SEN_JUD,INFJEV,CONFESION,VIOL_CUERPO_NOMBRE,SIG_VIOL_CUERPO,SignosViolenciaSexual,DESC_SIG_VS,DisposicionCuerpo,D_DISP_CUERPO,MUN_APARIC,DEPTO_APARIC,VEREDA_SITIO_AP,ESC_APARIC,COORDEN_APX,COORDEN_APY,REG_HECHOS_GAO,ENTIDAD_RECEP_DENUN,FECHA_DENUN,MUN_DENUN,DEPTO_DENUN,AfectacionHeridos,DescripcionAfectacionHeridos,CircunstanciaMuerteVictima,DES_CIRMU,ActividadDesarrolladaMomentoAfec,DES_ATC_VIC,CALETERO,CAMP,COCI,COMAN,COMBA,CONTA,ENTRE,ESCO,OGAOEXTOR,FAB_ARM,MINAS,GUAR,INFORM,PATRU,RADIO,RASP,SER_SALUD,SICA,TRA_ORG,TRA_DRO,TRA_ARMAS,SIN_OFI,OTRO_OFI,HechosSimultaneosDuranteCautiver,DES_H_SIM_PER,TipoSalida,DES_SAL,MotivoSalida,MUN_FINALI,DEPTO_FINALI,GrupoSalida,DESCRIPCION_GRUPO_SALIDA,BX,ObservacionesGrupoArmado11,NUM_VECRE,Observaciones_Situación_Actual_d,Circustancia_Muerte_en_Cautiveri,Descripción_Otra_Circustancia_Mu,Tipo_Liberación,Descripción_Otro_Tipo_Liberación,Días_Cautiverio,No_Veces_secuestrado,Hechos_Simultáneos_Durante_Perio,Otro_Hecho_Simultáneos_Durante_P,ABOR_FORZ,ABU_SEX,ACOS_SEX,ANT_EST_FOR,CAMB_FOR,DESN_FOR,EMB_FOR,ESCL_SEX,MUT_ORG_SEX,MutilacionOrganos,PRES_ACT_SEX,OBL_REA_ASEX,PROS_FOR,TORT_SEX,VIOLA_SEX,OTRMODVS,Base,IdCasoRelacionado,FechaRegistro,REGION,Cabecera_Municipal,Comuna,BARRIO,Area_Rural,Corregimiento,Vereda,CódigoCentroPoblado,CentroPoblado,TipoCentroPoblado,COORDY,COORDX,Territorio_Colectivo,Resguardo,Modalidad,Descripción_de_la_Modalidad,Iniciativa,TipoUnidadAtacada,DescripcionTipoUnidadAtacada,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,Observaciones_Presunto_Responsab,NumeroCombatientesGrupoArmado1,DescripcionCombatientesGrupoArma,ArmasGrupoArmado1,DescripcionTipoArmasGrupoArmado1,PRESUNTO_REPONSABLE2,AP,AQ,AR,NumeroCombatientesGrupoArmado2,AT,ArmasGrupoArmado2,DescripcionTipoArmasGrupoArmado2,PRESUNTO_REPONSABLE3,AX,AY,AZ,NumeroCombatientesGrupoArmado3,BB,ArmasGrupoArmado3,DescripcionTipoArmasGrupoArmado3,AmetrallamientoDesdeAire,AtaquePoblacion,AtaqueInstalacionFuerzasarmadasE,Bombardeo,CombateContactoArmado,Emboscada,CombatienteMuertoCircunstanciaNo,Hostigamiento,OperacionMilitar,OtraAccionBelicaSimultanea,DescripcionOtraAccionBelicaSimul,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilida,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,GrupoPertenecenLosCapturados,Capturas,EscudoHumano,LesionadosCombatientes,TotalMilitares,TotalPolicias,TotalOtrasFuerzasArmadasEstatale,TotalAgentesEstadoSinInformacion,TotalCombatientesFuerzasArmadasD,TotalCombatientesDeLasGuerrillas,TotalCombatientesDeLosParamilita,TotalMuertosGrupoPosdesmovilizac,TotalCombatientesSinInformacion,TotalCombatientesOtrosGruposArma,TotalCombatientesGruposArmadosOr,TotalCombatientesMuertos,TotalPersonasSinInformacion,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,VentajaMilitar,GrafitisLetreros,VinculosFamiliares,MujeresEmbarazadas,TierraArrasada,TipoCaso,CasoMaestro,NumeroVictimasCaso,PRESUNTO_REPONSABLE1,FECIN,TipoArmas,DescripcionArmas,PorteListas,IngresoViviendaFinca,Encapuchados,PerpetradorIdentificado,TipoSevicia,Num_Victimas_Sevicia,DescripcionSevicia,BienesCultLugaresCulto,EntidadBancaria,EntidadesPublicas,EstablecimientoComercial,InfraComunicaciones,Infraeducativa,InfraMedica,InfraElectrica,InfraEmpresarial,InfraEnergetica,InfraVial,MaterialElectoral,MediosTransporte,MercanciasObjetosMateriales,PropiedadRural,SedeGremioSindicato,SedePartidoPolitico,ViviendaUrbana,OtroTipoBien,DescripcionTipoBien,EventosPrevios,DescripcionEventosPrevios,TipoDesaparicion,Momentos,NombreTipoEvento,T_CICOLE,N_VIC_LE,ModalidadDescripcion,FormaVinculacion,TipoVinculacion,IngresoEscuela,Modalidad_de_Secuestro,Tipo_Secuestro,Finalidad_del_Secuestro,Descripcion_Otra_Finalidad,Exigencia_para_la_Liberación,DescripcionOtraExigencia,Total_Civiles,Total_Combatientes,Total_Civiles_Combatientes,PresuntoResponsableNv1,PresuntoResponsableNv2
132973,AS200811280004,Publicado,73520,PALOCABILDO,TOLIMA,2008,11,28,159799,,01mar2017,,H,Sin Información,01jan1900,32,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,NORTE DEL TOLIMA,0,,,1,,,,,,,,,,Desconocida,,,,,Guerrilla,No Identificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,01mar2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,No Identificada
133051,AS201611300001,Publicado,73555,PLANADAS,TOLIMA,2016,11,30,213437,,08jul2017,,H,Sin Información,01jan1900,,,Indígena,Paéz-Nasa,,Sin Información,,Civil,Autoridad Indígena,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,1,,,,,,,,,NASA WES'X,Asalto,,,,,Desconocido,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,08jul2017,ND,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desconocido,No aplica
133052,AS198107080002,Publicado,73555,PLANADAS,TOLIMA,1981,7,8,62200,,12aug2015,,M,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,Familiar de Persona Vulnerable,Esposa de Líder,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Asalto,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,12aug2015,Arma de Fuego,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133061,AS198903260001,Publicado,73555,PLANADAS,TOLIMA,1989,3,26,66365,,31may2013,,M,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Asalto,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,3,,31may2013,ND,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133061,AS198903260001,Publicado,73555,PLANADAS,TOLIMA,1989,3,26,66366,,31may2013,,M,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Asalto,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,3,,31may2013,ND,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133061,AS198903260001,Publicado,73555,PLANADAS,TOLIMA,1989,3,26,66364,,31may2013,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Asalto,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,3,,31may2013,ND,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133529,AS200200000032,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95374,,25aug2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,CASO SIMPLE,,2,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133529,AS200200000032,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95373,,25aug2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,CASO SIMPLE,,2,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133530,AS200200000033,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95375,,25aug2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133531,AS200200000034,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95376,,25aug2015,,S,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133532,AS200200000035,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95377,,25aug2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133533,AS200200000036,Publicado,73675,SAN ANTONIO,TOLIMA,2002,0,0,95378,,25aug2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,25aug2015,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
133544,AS199809180028,Publicado,73675,SAN ANTONIO,TOLIMA,1998,9,18,218800,,15aug2017,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,Líder Indígena,Exgobernador Indígena,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,1,,VILLA HERMOSA,,,,,,,,Desconocida,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,2,,15aug2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133544,AS199809180028,Publicado,73675,SAN ANTONIO,TOLIMA,1998,9,18,218801,,15aug2017,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,Familiar de Persona Vulnerable,Hijo de ex gobernador indígena,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,1,,VILLA HERMOSA,,,,,,,,Desconocida,,,,,Guerrilla,FARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,2,,15aug2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,FARC
133561,AS200409090001,Publicado,73678,SAN LUIS,TOLIMA,2004,9,9,107250,,23mar2018,Colombiana,H,Sin Información,01jan1900,52,,Indígena,,,Otra ¿Cuál?,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL TOLIMA,0,,,1,,CONTRERAS,81736014,PUERTO CONTRERAS,C,,,,,Retención/Ejecución,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,31may2013,Arma de Fuego,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
134029,AS200409050012,Publicado,76001,CALI,VALLE DEL CAUCA,2004,9,5,147506,,19jan2017,,H,Sin Información,01jan1900,25,,Indígena,Achagua,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL VALLE,0,,,0,,,,,,,,,,Sicariato,,,,,Guerrilla,No Identificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,19jan2017,Arma de Fuego,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,No Identificada
134235,AS198706230001,Publicado,76001,CALI,VALLE DEL CAUCA,1987,6,23,64549,,16sep2015,,H,Sin Información,01jan1900,,,Indígena,,,Sin Información,,Civil,Militante Político,,,Unión Patriótica,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,SUR DEL VALLE,1,,,0,,,,,,,,,,Sicariato,,,,,Agente del Estado,Policía Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,16sep2015,Arma de Fuego,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agente del Estado,Policía Nacional
134500,AS200402020013,Publicado,76100,BOLÍVAR,VALLE DEL CAUCA,2004,2,2,197030,,18jul2017,,H,Sin Información,01jan1900,,,Indígena,Embera,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,CENTRO DEL VALLE,0,,,0,,,,,,,,,CAÑÓN DEL RÍO SANQUININI,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,18jul2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
135059,AS200205050027,Publicado,76109,BUENAVENTURA,VALLE DEL CAUCA,2002,5,5,145006,,29jan2017,,H,Sin Información,01jan1900,22,,Indígena,Paéz-Nasa,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,ANDEN PACIFICO SUR,0,,,1,ALTO NAYA,,,,,,,,,Asalto,,,,,Guerrilla,No Identificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,29jan2017,Arma de Fuego,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrilla,No Identificada
135599,AS201401170003,Publicado,76109,BUENAVENTURA,VALLE DEL CAUCA,2014,1,17,199718,,18jul2017,,S,Sin Información,01jan1900,,,Indígena,Emberá Chamí,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,ANDEN PACIFICO SUR,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Posdesmovilización,Urabeños/Autodefensas Gaitanistas de Colombia/Águilas Negras/Clan Úsuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,2,,18jul2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Posdesmovilización,Urabeños/Autodefensas Gaitanistas de Colombia/Águilas Negras/Clan Úsuga
135599,AS201401170003,Publicado,76109,BUENAVENTURA,VALLE DEL CAUCA,2014,1,17,199719,,18jul2017,,S,Sin Información,01jan1900,,,Indígena,Emberá Chamí,,Sin Información,,Civil,,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,ANDEN PACIFICO SUR,0,,,0,,,,,,,,,,Desconocida,,,,,Grupo Posdesmovilización,Urabeños/Autodefensas Gaitanistas de Colombia/Águilas Negras/Clan Úsuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,2,,18jul2017,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Posdesmovilización,Urabeños/Autodefensas Gaitanistas de Colombia/Águilas Negras/Clan Úsuga
135706,AS200405240004,Publicado,76109,BUENAVENTURA,VALLE DEL CAUCA,2004,5,24,106345,,16may2018,Colombiana,H,Sin Información,01jan1900,70,,Indígena,Paéz-Nasa,,Personal de Salud,,Civil,Autoridad Indígena,,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,ANDEN PACIFICO SUR,0,,,1,,,,,,,,,LA DELFINA,Desconocida,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,31may2013,ND,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC
135733,AS200705030003,Publicado,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,5,3,110502,,20apr2015,,H,Sin Información,01jan1900,29,,Indígena,,,Sin Información,,Civil,Autoridad Indígena,Gobernador Indígena,,,,,,,,,,,,,VAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asesinatos Selectivos,,,ANDEN PACIFICO SUR,1,,MIRAFLORES,0,,,,,,,,,,Sicariato,,,,,Desconocido,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,CASO SIMPLE,,1,,20apr2015,Arma de Fuego,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desconocido,No aplica
